=== BY CUMULATIVE TIME (top 80) ===
         40531741 function calls (35829449 primitive calls) in 11.112 seconds

   Ordered by: cumulative time
   List reduced from 2055 to 80 due to restriction <80>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   108729    0.009    0.000    0.009    0.000 {built-in method _operator.index}
    36243    0.009    0.000    0.062    0.000 /usr/local/Cellar/python@3.13/3.13.5/Frameworks/Python.framework/Versions/3.13/lib/python3.13/random.py:336(randint)
     8488    0.009    0.000    0.012    0.000 /Users/jamesdavies/gob-simplified/BackEnd/engine/pass_contest.py:106(_project_onto_segment)
      437    0.008    0.000    0.055    0.000 /Users/jamesdavies/gob-simplified/BackEnd/models/game_manager.py:835(_append_turn)
      361    0.008    0.000    0.081    0.000 /Users/jamesdavies/gob-simplified/BackEnd/engine/pressure_step_state.py:190(_project_from_formal_state)
    12556    0.008    0.000    0.012    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared_defense.py:1472(verify_defender_closer_to_basket)
    97898    0.008    0.000    0.008    0.000 {method 'getrandbits' of '_random.Random' objects}
    54678    0.008    0.000    0.008    0.000 {built-in method math.hypot}
     3651    0.008    0.000    0.008    0.000 /Users/jamesdavies/gob-simplified/BackEnd/models/player.py:263(_rescale_attributes)
      257    0.007    0.000    9.990    0.039 /Users/jamesdavies/gob-simplified/BackEnd/models/game_manager.py:1441(simulate_macro_turn)
    17182    0.007    0.000    0.012    0.000 /Users/jamesdavies/gob-simplified/BackEnd/utils/shared_defense.py:937(<genexpr>)
    25164    0.007    0.000    0.009    0.000 /Users/jamesdavies/gob-simplified/BackEnd/engine/pressure_step_state.py:488(_coord)
    23808    0.007    0.000    0.028    0.000 /Users/jamesdavies/gob-simplified/BackEnd/engine/attack_drive_clearance.py:88(_spot_display_coords)
     2313    0.007    0.000    0.010    0.000 /Users/jamesdavies/gob-simplified/BackEnd/engine/phase_resolution.py:5236(_hco_nearest_def_dist)


